table_name,prodboomcd,projection_year,value
mort_shock_dn_p_sens,USH_LIJF_b,3,-0.02293
mort_shock_dn_p_sens,USH_LIJF_b,2,-0.02293
mort_shock_dn_p_sens,USH_LIJF_b,1,-0.29827
mort_shock_dn_p_sens,USH_LIJF_b,0,0.0
mort_shock_dn_p_sens,USH_LIJF_a,11,0.0
mort_shock_dn_p_sens,USH_LIJF_a,10,0.0
mort_shock_dn_p_sens,USH_LIJF_a,9,0.0
mort_shock_dn_p_sens,USH_LIJF_a,8,0.0
mort_shock_dn_p_sens,USH_LIJF_a,7,0.0
mort_shock_dn_p_sens,USH_LIJF_a,6,0.0
mort_shock_dn_p_sens,USH_LIJF_a,5,0.0
mort_shock_dn_p_sens,USH_LIJF_a,4,0.0
mort_shock_dn_p_sens,USH_LIJF_a,3,0.0
mort_shock_dn_p_sens,USH_LIJF_a,2,0.0
mort_shock_dn_p_sens,USH_LIJF_a,1,0.0
mort_shock_dn_p_sens,USH_LIJF_a,0,0.0
mort_shock_dn_p_sens,USH_KBO_b,11,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,10,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,9,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,8,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,7,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,6,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,5,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,4,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,3,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,2,-0.03194
mort_shock_dn_p_sens,USH_KBO_b,1,-0.41845
mort_shock_dn_p_sens,USH_KBO_b,0,0.0
mort_shock_dn_p_sens,USH_KBO_a,11,0.0
mort_shock_dn_p_sens,USH_KBO_a,10,0.0
mort_shock_dn_p_sens,USH_KBO_a,9,0.0
mort_shock_dn_p_sens,USH_KBO_a,8,0.0
mort_shock_dn_p_sens,USH_KBO_a,7,0.0
mort_shock_dn_p_sens,USH_KBO_a,6,0.0
mort_shock_dn_p_sens,USH_KBO_a,5,0.0
mort_shock_dn_p_sens,USH_KBO_a,4,0.0
mort_shock_dn_p_sens,USH_KBO_a,3,0.0
mort_shock_dn_p_sens,USH_KBO_a,2,0.0
mort_shock_dn_p_sens,USH_KBO_a,1,0.0
mort_shock_dn_p_sens,USH_KBO_a,0,0.0
mort_shock_dn_p_sens,USH_KBL_b,11,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,10,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,9,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,8,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,7,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,6,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,5,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,4,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,3,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,2,-0.02293
mort_shock_dn_p_sens,USH_KBL_b,1,-0.29827
mort_shock_dn_p_sens,USH_KBL_b,0,0.0
mort_shock_dn_p_sens,USH_KBL_a,11,0.0
mort_shock_dn_p_sens,USH_KBL_a,10,0.0
mort_shock_dn_p_sens,USH_KBL_a,9,0.0
mort_shock_dn_p_sens,USH_KBL_a,8,0.0
mort_shock_dn_p_sens,USH_KBL_a,7,0.0
mort_shock_dn_p_sens,USH_KBL_a,6,0.0
mort_shock_dn_p_sens,USH_KBL_a,5,0.0
mort_shock_dn_p_sens,USH_KBL_a,4,0.0
mort_shock_dn_p_sens,USH_KBL_a,3,0.0
mort_shock_dn_p_sens,USH_KBL_a,2,0.0
mort_shock_dn_p_sens,USH_KBL_a,1,0.0
mort_shock_dn_p_sens,USH_KBL_a,0,0.0
mort_shock_dn_p_sens,SOLI_LIJF_b,11,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,10,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,9,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,8,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,7,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,6,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,5,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,4,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,3,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,2,-0.02293
mort_shock_dn_p_sens,SOLI_LIJF_b,1,-0.29827
mort_shock_dn_p_sens,SOLI_LIJF_b,0,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,11,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,10,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,9,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,8,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,7,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,6,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,5,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,4,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,3,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,2,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,1,0.0
mort_shock_dn_p_sens,SOLI_LIJF_a,0,0.0
mort_shock_dn_p_sens,SOLI_KBO_b,11,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,10,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,9,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,8,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,7,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,6,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,5,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,4,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,3,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,2,-0.03194
mort_shock_dn_p_sens,SOLI_KBO_b,1,-0.41845
mort_shock_dn_p_sens,SOLI_KBO_b,0,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,11,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,10,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,9,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,8,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,7,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,6,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,5,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,4,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,3,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,2,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,1,0.0
mort_shock_dn_p_sens,SOLI_KBO_a,0,0.0
mort_shock_dn_p_sens,SOLI_KBL_b,11,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,10,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,9,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,8,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,7,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,6,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,5,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,4,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,3,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,2,-0.02293
mort_shock_dn_p_sens,SOLI_KBL_b,1,-0.29827
mort_shock_dn_p_sens,SOLI_KBL_b,0,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,11,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,10,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,9,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,8,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,7,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,6,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,5,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,4,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,3,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,2,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,1,0.0
mort_shock_dn_p_sens,SOLI_KBL_a,0,0.0
mort_shock_dn_p_sens,SH_3_PUP_b,11,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,10,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,9,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,8,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,7,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,6,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,5,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,4,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,3,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,2,-0.02293
mort_shock_dn_p_sens,SH_3_PUP_b,1,-0.29827
mort_shock_dn_p_sens,SH_3_PUP_b,0,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,11,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,10,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,9,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,8,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,7,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,6,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,5,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,4,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,3,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,2,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,1,0.0
mort_shock_dn_p_sens,SH_3_PUP_a,0,0.0
mort_shock_dn_p_sens,SH_3_PP_b,11,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,10,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,9,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,8,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,7,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,6,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,5,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,4,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,3,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,2,-0.02293
mort_shock_dn_p_sens,SH_3_PP_b,1,-0.29827
mort_shock_dn_p_sens,SH_3_PP_b,0,0.0
mort_shock_dn_p_sens,SH_3_PP_a,11,0.0
mort_shock_dn_p_sens,SH_3_PP_a,10,0.0
mort_shock_dn_p_sens,SH_3_PP_a,9,0.0
mort_shock_dn_p_sens,SH_3_PP_a,8,0.0
mort_shock_dn_p_sens,SH_3_PP_a,7,0.0
mort_shock_dn_p_sens,SH_3_PP_a,6,0.0
mort_shock_dn_p_sens,SH_3_PP_a,5,0.0
mort_shock_dn_p_sens,SH_3_PP_a,4,0.0
mort_shock_dn_p_sens,SH_3_PP_a,3,0.0
mort_shock_dn_p_sens,SH_3_PP_a,2,0.0
mort_shock_dn_p_sens,SH_3_PP_a,1,0.0
mort_shock_dn_p_sens,SH_3_PP_a,0,0.0
mort_shock_dn_p_sens,SH_2_PUP_b,11,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,10,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,9,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,8,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,7,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,6,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,5,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,4,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,3,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,2,-0.02293
mort_shock_dn_p_sens,SH_2_PUP_b,1,-0.29827
mort_shock_dn_p_sens,SH_2_PUP_b,0,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,11,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,10,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,9,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,8,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,7,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,6,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,5,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,4,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,3,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,2,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,1,0.0
mort_shock_dn_p_sens,SH_2_PUP_a,0,0.0
mort_shock_dn_p_sens,SH_2_PP_b,11,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,10,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,9,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,8,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,7,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,6,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,5,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,4,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,3,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,2,-0.02293
mort_shock_dn_p_sens,SH_2_PP_b,1,-0.29827
mort_shock_dn_p_sens,SH_2_PP_b,0,0.0
mort_shock_dn_p_sens,SH_2_PP_a,11,0.0
mort_shock_dn_p_sens,SH_2_PP_a,10,0.0
mort_shock_dn_p_sens,SH_2_PP_a,9,0.0
mort_shock_dn_p_sens,SH_2_PP_a,8,0.0
mort_shock_dn_p_sens,SH_2_PP_a,7,0.0
mort_shock_dn_p_sens,SH_2_PP_a,6,0.0
mort_shock_dn_p_sens,SH_2_PP_a,5,0.0
mort_shock_dn_p_sens,SH_2_PP_a,4,0.0
mort_shock_dn_p_sens,SH_2_PP_a,3,0.0
mort_shock_dn_p_sens,SH_2_PP_a,2,0.0
mort_shock_dn_p_sens,SH_2_PP_a,1,0.0
mort_shock_dn_p_sens,SH_2_PP_a,0,0.0
mort_shock_dn_p_sens,SH_1_PUP_b,11,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,10,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,9,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,8,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,7,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,6,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,5,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,4,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,3,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,2,-0.03194
mort_shock_dn_p_sens,SH_1_PUP_b,1,-0.41845
mort_shock_dn_p_sens,SH_1_PUP_b,0,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,11,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,10,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,9,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,8,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,7,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,6,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,5,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,4,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,3,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,2,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,1,0.0
mort_shock_dn_p_sens,SH_1_PUP_a,0,0.0
mort_shock_dn_p_sens,SH_1_PP_b,11,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,10,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,9,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,8,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,7,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,6,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,5,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,4,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,3,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,2,-0.03194
mort_shock_dn_p_sens,SH_1_PP_b,1,-0.41845
mort_shock_dn_p_sens,SH_1_PP_b,0,0.0
mort_shock_dn_p_sens,SH_1_PP_a,11,0.0
mort_shock_dn_p_sens,SH_1_PP_a,10,0.0
mort_shock_dn_p_sens,SH_1_PP_a,9,0.0
mort_shock_dn_p_sens,SH_1_PP_a,8,0.0
mort_shock_dn_p_sens,SH_1_PP_a,7,0.0
mort_shock_dn_p_sens,SH_1_PP_a,6,0.0
mort_shock_dn_p_sens,SH_1_PP_a,5,0.0
mort_shock_dn_p_sens,SH_1_PP_a,4,0.0
mort_shock_dn_p_sens,SH_1_PP_a,3,0.0
mort_shock_dn_p_sens,SH_1_PP_a,2,0.0
mort_shock_dn_p_sens,SH_1_PP_a,1,0.0
mort_shock_dn_p_sens,SH_1_PP_a,0,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_b,11,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,10,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,9,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,8,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,7,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,6,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,5,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,4,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,3,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,2,-0.02293
mort_shock_dn_p_sens,SCHAKELSPAAR_b,1,-0.29827
mort_shock_dn_p_sens,SCHAKELSPAAR_b,0,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,11,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,10,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,9,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,8,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,7,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,6,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,5,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,4,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,3,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,2,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,1,0.0
mort_shock_dn_p_sens,SCHAKELSPAAR_a,0,0.0
mort_shock_dn_p_sens,PLUSFOND_b,11,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,10,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,9,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,8,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,7,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,6,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,5,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,4,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,3,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,2,-0.02293
mort_shock_dn_p_sens,PLUSFOND_b,1,-0.29827
mort_shock_dn_p_sens,PLUSFOND_b,0,0.0
mort_shock_dn_p_sens,PLUSFOND_a,11,0.0
mort_shock_dn_p_sens,PLUSFOND_a,10,0.0
mort_shock_dn_p_sens,PLUSFOND_a,9,0.0
mort_shock_dn_p_sens,PLUSFOND_a,8,0.0
mort_shock_dn_p_sens,PLUSFOND_a,7,0.0
mort_shock_dn_p_sens,PLUSFOND_a,6,0.0
mort_shock_dn_p_sens,PLUSFOND_a,5,0.0
mort_shock_dn_p_sens,PLUSFOND_a,4,0.0
mort_shock_dn_p_sens,PLUSFOND_a,3,0.0
mort_shock_dn_p_sens,PLUSFOND_a,2,0.0
mort_shock_dn_p_sens,PLUSFOND_a,1,0.0
mort_shock_dn_p_sens,PLUSFOND_a,0,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_b,11,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,10,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,9,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,8,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,7,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,6,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,5,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,4,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,3,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,2,-0.02293
mort_shock_dn_p_sens,PENCOM_LIJF_b,1,-0.29827
mort_shock_dn_p_sens,PENCOM_LIJF_b,0,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,11,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,10,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,9,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,8,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,7,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,6,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,5,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,4,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,3,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,2,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,1,0.0
mort_shock_dn_p_sens,PENCOM_LIJF_a,0,0.0
mort_shock_dn_p_sens,PENCOM_KBO_b,11,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,10,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,9,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,8,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,7,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,6,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,5,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,4,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,3,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,2,-0.03194
mort_shock_dn_p_sens,PENCOM_KBO_b,1,-0.41845
mort_shock_dn_p_sens,PENCOM_KBO_b,0,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,11,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,10,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,9,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,8,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,7,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,6,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,5,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,4,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,3,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,2,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,1,0.0
mort_shock_dn_p_sens,PENCOM_KBO_a,0,0.0
mort_shock_dn_p_sens,PENCOM_KBL_b,11,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,10,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,9,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,8,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,7,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,6,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,5,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,4,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,3,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,2,-0.02293
mort_shock_dn_p_sens,PENCOM_KBL_b,1,-0.29827
mort_shock_dn_p_sens,PENCOM_KBL_b,0,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,11,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,10,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,9,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,8,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,7,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,6,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,5,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,4,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,3,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,2,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,1,0.0
mort_shock_dn_p_sens,PENCOM_KBL_a,0,0.0
mort_shock_dn_p_sens,OR_3_PUP_b,11,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,10,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,9,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,8,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,7,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,6,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,5,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,4,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,3,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,2,-0.02293
mort_shock_dn_p_sens,OR_3_PUP_b,1,-0.29827
mort_shock_dn_p_sens,OR_3_PUP_b,0,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,11,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,10,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,9,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,8,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,7,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,6,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,5,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,4,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,3,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,2,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,1,0.0
mort_shock_dn_p_sens,OR_3_PUP_a,0,0.0
mort_shock_dn_p_sens,OR_3_PP_b,11,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,10,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,9,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,8,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,7,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,6,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,5,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,4,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,3,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,2,-0.02293
mort_shock_dn_p_sens,OR_3_PP_b,1,-0.29827
mort_shock_dn_p_sens,OR_3_PP_b,0,0.0
mort_shock_dn_p_sens,OR_3_PP_a,11,0.0
mort_shock_dn_p_sens,OR_3_PP_a,10,0.0
mort_shock_dn_p_sens,OR_3_PP_a,9,0.0
